model_id,base_score,lr,reg_alpha,reg_lambda,test_accuracy
416,0.5,0.25,0.5,0.8,0.9946247262592076
417,0.6,0.25,0.5,0.8,0.9946247262592076
418,0.4,0.25,0.5,1.0,0.9950228946844515
419,0.5,0.25,0.5,1.0,0.9948238104718296
420,0.6,0.25,0.5,1.0,0.9942265578339637
421,0.4,0.25,0.8,0.0,0.9954210631096954
422,0.5,0.25,0.8,0.0,0.9944256420465857
423,0.6,0.25,0.8,0.0,0.9950228946844515
424,0.4,0.25,0.8,0.2,0.9950228946844515
425,0.5,0.25,0.8,0.2,0.9952219788970734
426,0.6,0.25,0.8,0.2,0.9956201473223173
427,0.4,0.25,0.8,0.5,0.9948238104718296
428,0.5,0.25,0.8,0.5,0.9950228946844515
429,0.6,0.25,0.8,0.5,0.9948238104718296
430,0.4,0.25,0.8,0.8,0.9952219788970734
431,0.5,0.25,0.8,0.8,0.9954210631096954
432,0.6,0.25,0.8,0.8,0.9950228946844515
433,0.4,0.25,0.8,1.0,0.9944256420465857
434,0.5,0.25,0.8,1.0,0.9950228946844515
435,0.6,0.25,0.8,1.0,0.9952219788970734
436,0.4,0.25,1.0,0.0,0.9948238104718296
437,0.5,0.25,1.0,0.0,0.9956201473223173
438,0.6,0.25,1.0,0.0,0.9950228946844515
439,0.4,0.25,1.0,0.2,0.9952219788970734
440,0.5,0.25,1.0,0.2,0.9952219788970734
441,0.6,0.25,1.0,0.2,0.9956201473223173
442,0.4,0.25,1.0,0.5,0.9954210631096954
443,0.5,0.25,1.0,0.5,0.9960183157475612
444,0.6,0.25,1.0,0.5,0.9950228946844515
445,0.4,0.25,1.0,0.8,0.9948238104718296
446,0.5,0.25,1.0,0.8,0.9952219788970734
447,0.6,0.25,1.0,0.8,0.9950228946844515
448,0.4,0.25,1.0,1.0,0.9946247262592076
449,0.5,0.25,1.0,1.0,0.9958192315349392
450,0.6,0.25,1.0,1.0,0.9952219788970734
451,0.4,0.025,0.0,0.0,0.9952219788970734
452,0.5,0.025,0.0,0.0,0.9952219788970734
453,0.6,0.025,0.0,0.0,0.9950228946844515
454,0.4,0.025,0.0,0.2,0.9954210631096954
455,0.5,0.025,0.0,0.2,0.9956201473223173
456,0.6,0.025,0.0,0.2,0.9954210631096954
457,0.4,0.025,0.0,0.5,0.9958192315349392
458,0.5,0.025,0.0,0.5,0.9954210631096954
459,0.6,0.025,0.0,0.5,0.9956201473223173
460,0.4,0.025,0.0,0.8,0.9950228946844515
461,0.5,0.025,0.0,0.8,0.9954210631096954
462,0.6,0.025,0.0,0.8,0.9950228946844515
463,0.4,0.025,0.0,1.0,0.9956201473223173
464,0.5,0.025,0.0,1.0,0.9960183157475612
465,0.6,0.025,0.0,1.0,0.9952219788970734
466,0.4,0.025,0.2,0.0,0.9954210631096954
467,0.5,0.025,0.2,0.0,0.9948238104718296
468,0.6,0.025,0.2,0.0,0.9948238104718296
469,0.4,0.025,0.2,0.2,0.9954210631096954
470,0.5,0.025,0.2,0.2,0.9956201473223173
471,0.6,0.025,0.2,0.2,0.9952219788970734
472,0.4,0.025,0.2,0.5,0.9956201473223173
473,0.5,0.025,0.2,0.5,0.9954210631096954
474,0.6,0.025,0.2,0.5,0.9950228946844515
475,0.4,0.025,0.2,0.8,0.9956201473223173
476,0.5,0.025,0.2,0.8,0.9956201473223173
477,0.6,0.025,0.2,0.8,0.9958192315349392
478,0.4,0.025,0.2,1.0,0.9952219788970734
479,0.5,0.025,0.2,1.0,0.9954210631096954
480,0.6,0.025,0.2,1.0,0.9956201473223173
481,0.4,0.025,0.5,0.0,0.9952219788970734
482,0.5,0.025,0.5,0.0,0.9956201473223173
483,0.6,0.025,0.5,0.0,0.9954210631096954
484,0.4,0.025,0.5,0.2,0.9954210631096954
485,0.5,0.025,0.5,0.2,0.9956201473223173
486,0.6,0.025,0.5,0.2,0.9960183157475612
487,0.4,0.025,0.5,0.5,0.9958192315349392
488,0.5,0.025,0.5,0.5,0.9956201473223173
489,0.6,0.025,0.5,0.5,0.9958192315349392
490,0.4,0.025,0.5,0.8,0.9954210631096954
491,0.5,0.025,0.5,0.8,0.9958192315349392
492,0.6,0.025,0.5,0.8,0.9956201473223173
493,0.4,0.025,0.5,1.0,0.9956201473223173
494,0.5,0.025,0.5,1.0,0.9956201473223173
495,0.6,0.025,0.5,1.0,0.9960183157475612
496,0.4,0.025,0.8,0.0,0.9954210631096954
497,0.5,0.025,0.8,0.0,0.9956201473223173
498,0.6,0.025,0.8,0.0,0.9960183157475612
499,0.4,0.025,0.8,0.2,0.9956201473223173
500,0.5,0.025,0.8,0.2,0.9952219788970734
501,0.6,0.025,0.8,0.2,0.9956201473223173
502,0.4,0.025,0.8,0.5,0.9954210631096954
503,0.5,0.025,0.8,0.5,0.9954210631096954
504,0.6,0.025,0.8,0.5,0.9956201473223173
505,0.4,0.025,0.8,0.8,0.9954210631096954
506,0.5,0.025,0.8,0.8,0.9954210631096954
507,0.6,0.025,0.8,0.8,0.9954210631096954
508,0.4,0.025,0.8,1.0,0.9958192315349392
509,0.5,0.025,0.8,1.0,0.9950228946844515
510,0.6,0.025,0.8,1.0,0.9956201473223173
511,0.4,0.025,1.0,0.0,0.9960183157475612
512,0.5,0.025,1.0,0.0,0.9956201473223173
513,0.6,0.025,1.0,0.0,0.9956201473223173
514,0.4,0.025,1.0,0.2,0.9954210631096954
515,0.5,0.025,1.0,0.2,0.9956201473223173
516,0.6,0.025,1.0,0.2,0.9956201473223173
517,0.4,0.025,1.0,0.5,0.9958192315349392
518,0.5,0.025,1.0,0.5,0.9960183157475612
519,0.6,0.025,1.0,0.5,0.9950228946844515
520,0.4,0.025,1.0,0.8,0.9964164841728052
521,0.5,0.025,1.0,0.8,0.9962173999601831
522,0.6,0.025,1.0,0.8,0.9962173999601831
523,0.4,0.025,1.0,1.0,0.9960183157475612
524,0.5,0.025,1.0,1.0,0.9960183157475612
525,0.6,0.025,1.0,1.0,0.9966155683854271
526,0.4,0.0025,0.0,0.0,0.9790961576746964
527,0.5,0.0025,0.0,0.0,0.9792952418873183
528,0.6,0.0025,0.0,0.0,0.9792952418873183
529,0.4,0.0025,0.0,0.2,0.9786979892494525
530,0.5,0.0025,0.0,0.2,0.9792952418873183
531,0.6,0.0025,0.0,0.2,0.9792952418873183
532,0.4,0.0025,0.0,0.5,0.9786979892494525
533,0.5,0.0025,0.0,0.5,0.9792952418873183
534,0.6,0.0025,0.0,0.5,0.9792952418873183
535,0.4,0.0025,0.0,0.8,0.9786979892494525
536,0.5,0.0025,0.0,0.8,0.9792952418873183
537,0.6,0.0025,0.0,0.8,0.9792952418873183
538,0.4,0.0025,0.0,1.0,0.9786979892494525
539,0.5,0.0025,0.0,1.0,0.9792952418873183
540,0.6,0.0025,0.0,1.0,0.9792952418873183
541,0.4,0.0025,0.2,0.0,0.9786979892494525
542,0.5,0.0025,0.2,0.0,0.9792952418873183
543,0.6,0.0025,0.2,0.0,0.9792952418873183
544,0.4,0.0025,0.2,0.2,0.9790961576746964
545,0.5,0.0025,0.2,0.2,0.9792952418873183
546,0.6,0.0025,0.2,0.2,0.9792952418873183
547,0.4,0.0025,0.2,0.5,0.9786979892494525
548,0.5,0.0025,0.2,0.5,0.9792952418873183
549,0.6,0.0025,0.2,0.5,0.9792952418873183
550,0.4,0.0025,0.2,0.8,0.9786979892494525
551,0.5,0.0025,0.2,0.8,0.9792952418873183
552,0.6,0.0025,0.2,0.8,0.9792952418873183
553,0.4,0.0025,0.2,1.0,0.9786979892494525
554,0.5,0.0025,0.2,1.0,0.9792952418873183
555,0.6,0.0025,0.2,1.0,0.9792952418873183
556,0.4,0.0025,0.5,0.0,0.9786979892494525
557,0.5,0.0025,0.5,0.0,0.9792952418873183
558,0.6,0.0025,0.5,0.0,0.9792952418873183
559,0.4,0.0025,0.5,0.2,0.9786979892494525
560,0.5,0.0025,0.5,0.2,0.9792952418873183
561,0.6,0.0025,0.5,0.2,0.9792952418873183
562,0.4,0.0025,0.5,0.5,0.9786979892494525
563,0.5,0.0025,0.5,0.5,0.9792952418873183
564,0.6,0.0025,0.5,0.5,0.9792952418873183
565,0.4,0.0025,0.5,0.8,0.9786979892494525
566,0.5,0.0025,0.5,0.8,0.9792952418873183
567,0.6,0.0025,0.5,0.8,0.9792952418873183
568,0.4,0.0025,0.5,1.0,0.9786979892494525
569,0.5,0.0025,0.5,1.0,0.9792952418873183
570,0.6,0.0025,0.5,1.0,0.9792952418873183
571,0.4,0.0025,0.8,0.0,0.9786979892494525
572,0.5,0.0025,0.8,0.0,0.9792952418873183
573,0.6,0.0025,0.8,0.0,0.9792952418873183
574,0.4,0.0025,0.8,0.2,0.9786979892494525
575,0.5,0.0025,0.8,0.2,0.9792952418873183
576,0.6,0.0025,0.8,0.2,0.9792952418873183
577,0.4,0.0025,0.8,0.5,0.9786979892494525
578,0.5,0.0025,0.8,0.5,0.9792952418873183
579,0.6,0.0025,0.8,0.5,0.9792952418873183
580,0.4,0.0025,0.8,0.8,0.9786979892494525
581,0.5,0.0025,0.8,0.8,0.9792952418873183
582,0.6,0.0025,0.8,0.8,0.9792952418873183
583,0.4,0.0025,0.8,1.0,0.9786979892494525
584,0.5,0.0025,0.8,1.0,0.9792952418873183
585,0.6,0.0025,0.8,1.0,0.9792952418873183
586,0.4,0.0025,1.0,0.0,0.9786979892494525
587,0.5,0.0025,1.0,0.0,0.9792952418873183
588,0.6,0.0025,1.0,0.0,0.9792952418873183
589,0.4,0.0025,1.0,0.2,0.9786979892494525
590,0.5,0.0025,1.0,0.2,0.9792952418873183
591,0.6,0.0025,1.0,0.2,0.9792952418873183
592,0.4,0.0025,1.0,0.5,0.9786979892494525
593,0.5,0.0025,1.0,0.5,0.9792952418873183
594,0.6,0.0025,1.0,0.5,0.9792952418873183
595,0.4,0.0025,1.0,0.8,0.9786979892494525
596,0.5,0.0025,1.0,0.8,0.9792952418873183
597,0.6,0.0025,1.0,0.8,0.9792952418873183
598,0.4,0.0025,1.0,1.0,0.9786979892494525
599,0.5,0.0025,1.0,1.0,0.9792952418873183
600,0.6,0.0025,1.0,1.0,0.9792952418873183
601,0.4,0.5,0.0,0.0,0.9946247262592076
602,0.5,0.5,0.0,0.0,0.9948238104718296
603,0.6,0.5,0.0,0.0,0.9946247262592076
604,0.4,0.5,0.0,0.2,0.9946247262592076
605,0.5,0.5,0.0,0.2,0.9944256420465857
606,0.6,0.5,0.0,0.2,0.9944256420465857
607,0.4,0.5,0.0,0.5,0.9948238104718296
608,0.5,0.5,0.0,0.5,0.9944256420465857
609,0.6,0.5,0.0,0.5,0.9942265578339637
610,0.4,0.5,0.0,0.8,0.9942265578339637
611,0.5,0.5,0.0,0.8,0.9948238104718296
612,0.6,0.5,0.0,0.8,0.9944256420465857
613,0.4,0.5,0.0,1.0,0.9940274736213418
614,0.5,0.5,0.0,1.0,0.9948238104718296
615,0.6,0.5,0.0,1.0,0.9942265578339637
616,0.4,0.5,0.2,0.0,0.9942265578339637
617,0.5,0.5,0.2,0.0,0.9940274736213418
618,0.6,0.5,0.2,0.0,0.9940274736213418
619,0.4,0.5,0.2,0.2,0.9944256420465857
620,0.5,0.5,0.2,0.2,0.9944256420465857
621,0.6,0.5,0.2,0.2,0.9942265578339637
622,0.4,0.5,0.2,0.5,0.9942265578339637
623,0.5,0.5,0.2,0.5,0.9944256420465857
624,0.6,0.5,0.2,0.5,0.9942265578339637
625,0.4,0.5,0.2,0.8,0.9946247262592076
626,0.5,0.5,0.2,0.8,0.9942265578339637
627,0.6,0.5,0.2,0.8,0.9938283894087199
628,0.4,0.5,0.2,1.0,0.9940274736213418
629,0.5,0.5,0.2,1.0,0.9942265578339637
630,0.6,0.5,0.2,1.0,0.9946247262592076
631,0.4,0.5,0.5,0.0,0.9950228946844515
632,0.5,0.5,0.5,0.0,0.9946247262592076
633,0.6,0.5,0.5,0.0,0.9946247262592076
634,0.4,0.5,0.5,0.2,0.9948238104718296
635,0.5,0.5,0.5,0.2,0.9948238104718296
636,0.6,0.5,0.5,0.2,0.9946247262592076
637,0.4,0.5,0.5,0.5,0.9952219788970734
638,0.5,0.5,0.5,0.5,0.9950228946844515
639,0.6,0.5,0.5,0.5,0.9946247262592076
640,0.4,0.5,0.5,0.8,0.9946247262592076
641,0.5,0.5,0.5,0.8,0.9954210631096954
642,0.6,0.5,0.5,0.8,0.9952219788970734
643,0.4,0.5,0.5,1.0,0.9948238104718296
644,0.5,0.5,0.5,1.0,0.9944256420465857
645,0.6,0.5,0.5,1.0,0.9948238104718296
646,0.4,0.5,0.8,0.0,0.9954210631096954
647,0.5,0.5,0.8,0.0,0.9948238104718296
648,0.6,0.5,0.8,0.0,0.9952219788970734
649,0.4,0.5,0.8,0.2,0.9954210631096954
650,0.5,0.5,0.8,0.2,0.9950228946844515
651,0.6,0.5,0.8,0.2,0.9952219788970734
652,0.4,0.5,0.8,0.5,0.9954210631096954
653,0.5,0.5,0.8,0.5,0.9950228946844515
654,0.6,0.5,0.8,0.5,0.9948238104718296
655,0.4,0.5,0.8,0.8,0.9952219788970734
656,0.5,0.5,0.8,0.8,0.9944256420465857
657,0.6,0.5,0.8,0.8,0.9946247262592076
658,0.4,0.5,0.8,1.0,0.9956201473223173
659,0.5,0.5,0.8,1.0,0.9946247262592076
660,0.6,0.5,0.8,1.0,0.9944256420465857
661,0.4,0.5,1.0,0.0,0.9950228946844515
662,0.5,0.5,1.0,0.0,0.9960183157475612
663,0.6,0.5,1.0,0.0,0.9958192315349392
664,0.4,0.5,1.0,0.2,0.9958192315349392
665,0.5,0.5,1.0,0.2,0.9956201473223173
666,0.6,0.5,1.0,0.2,0.9952219788970734
667,0.4,0.5,1.0,0.5,0.9958192315349392
668,0.5,0.5,1.0,0.5,0.9956201473223173
669,0.6,0.5,1.0,0.5,0.9942265578339637
670,0.4,0.5,1.0,0.8,0.9962173999601831
671,0.5,0.5,1.0,0.8,0.9950228946844515
672,0.6,0.5,1.0,0.8,0.9946247262592076
673,0.4,0.5,1.0,1.0,0.9956201473223173
674,0.5,0.5,1.0,1.0,0.9956201473223173
675,0.6,0.5,1.0,1.0,0.9946247262592076
676,0.4,0.05,0.0,0.0,0.9950228946844515
677,0.5,0.05,0.0,0.0,0.9948238104718296
678,0.6,0.05,0.0,0.0,0.9950228946844515
679,0.4,0.05,0.0,0.2,0.9950228946844515
680,0.5,0.05,0.0,0.2,0.9950228946844515
681,0.6,0.05,0.0,0.2,0.9950228946844515
682,0.4,0.05,0.0,0.5,0.9948238104718296
683,0.5,0.05,0.0,0.5,0.9948238104718296
684,0.6,0.05,0.0,0.5,0.9946247262592076
685,0.4,0.05,0.0,0.8,0.9950228946844515
686,0.5,0.05,0.0,0.8,0.9948238104718296
687,0.6,0.05,0.0,0.8,0.9948238104718296
688,0.4,0.05,0.0,1.0,0.9952219788970734
689,0.5,0.05,0.0,1.0,0.9950228946844515
690,0.6,0.05,0.0,1.0,0.9948238104718296
691,0.4,0.05,0.2,0.0,0.9944256420465857
692,0.5,0.05,0.2,0.0,0.9948238104718296
693,0.6,0.05,0.2,0.0,0.9946247262592076
694,0.4,0.05,0.2,0.2,0.9950228946844515
695,0.5,0.05,0.2,0.2,0.9948238104718296
696,0.6,0.05,0.2,0.2,0.9950228946844515
697,0.4,0.05,0.2,0.5,0.9952219788970734
698,0.5,0.05,0.2,0.5,0.9950228946844515
699,0.6,0.05,0.2,0.5,0.9952219788970734
700,0.4,0.05,0.2,0.8,0.9946247262592076
701,0.5,0.05,0.2,0.8,0.9944256420465857
702,0.6,0.05,0.2,0.8,0.9946247262592076
703,0.4,0.05,0.2,1.0,0.9948238104718296
704,0.5,0.05,0.2,1.0,0.9952219788970734
705,0.6,0.05,0.2,1.0,0.9950228946844515
706,0.4,0.05,0.5,0.0,0.9952219788970734
707,0.5,0.05,0.5,0.0,0.9950228946844515
708,0.6,0.05,0.5,0.0,0.9952219788970734
709,0.4,0.05,0.5,0.2,0.9954210631096954
710,0.5,0.05,0.5,0.2,0.9948238104718296
711,0.6,0.05,0.5,0.2,0.9954210631096954
712,0.4,0.05,0.5,0.5,0.9952219788970734
713,0.5,0.05,0.5,0.5,0.9948238104718296
714,0.6,0.05,0.5,0.5,0.9954210631096954
715,0.4,0.05,0.5,0.8,0.9954210631096954
716,0.5,0.05,0.5,0.8,0.9952219788970734
717,0.6,0.05,0.5,0.8,0.9952219788970734
718,0.4,0.05,0.5,1.0,0.9954210631096954
719,0.5,0.05,0.5,1.0,0.9944256420465857
720,0.6,0.05,0.5,1.0,0.9954210631096954
721,0.4,0.05,0.8,0.0,0.9950228946844515
722,0.5,0.05,0.8,0.0,0.9950228946844515
723,0.6,0.05,0.8,0.0,0.9954210631096954
724,0.4,0.05,0.8,0.2,0.9958192315349392
725,0.5,0.05,0.8,0.2,0.9956201473223173
726,0.6,0.05,0.8,0.2,0.9950228946844515
727,0.4,0.05,0.8,0.5,0.9956201473223173
728,0.5,0.05,0.8,0.5,0.9960183157475612
729,0.6,0.05,0.8,0.5,0.9952219788970734
730,0.4,0.05,0.8,0.8,0.9952219788970734
731,0.5,0.05,0.8,0.8,0.9954210631096954
732,0.6,0.05,0.8,0.8,0.9954210631096954
733,0.4,0.05,0.8,1.0,0.9954210631096954
734,0.5,0.05,0.8,1.0,0.9950228946844515
735,0.6,0.05,0.8,1.0,0.9952219788970734
736,0.4,0.05,1.0,0.0,0.9952219788970734
737,0.5,0.05,1.0,0.0,0.9960183157475612
738,0.6,0.05,1.0,0.0,0.9956201473223173
739,0.4,0.05,1.0,0.2,0.9956201473223173
740,0.5,0.05,1.0,0.2,0.9958192315349392
741,0.6,0.05,1.0,0.2,0.9954210631096954
742,0.4,0.05,1.0,0.5,0.9956201473223173
743,0.5,0.05,1.0,0.5,0.9962173999601831
744,0.6,0.05,1.0,0.5,0.9960183157475612
745,0.4,0.05,1.0,0.8,0.9954210631096954
746,0.5,0.05,1.0,0.8,0.9952219788970734
747,0.6,0.05,1.0,0.8,0.9956201473223173
748,0.4,0.05,1.0,1.0,0.9960183157475612
749,0.5,0.05,1.0,1.0,0.9948238104718296
750,0.6,0.05,1.0,1.0,0.9962173999601831
751,0.4,0.005,0.0,0.0,0.9878558630300617
752,0.5,0.005,0.0,0.0,0.9846705156281107
753,0.6,0.005,0.0,0.0,0.9846705156281107
754,0.4,0.005,0.0,0.2,0.9878558630300617
755,0.5,0.005,0.0,0.2,0.9846705156281107
756,0.6,0.005,0.0,0.2,0.9846705156281107
757,0.4,0.005,0.0,0.5,0.9848695998407326
758,0.5,0.005,0.0,0.5,0.9846705156281107
759,0.6,0.005,0.0,0.5,0.9846705156281107
760,0.4,0.005,0.0,0.8,0.9848695998407326
761,0.5,0.005,0.0,0.8,0.9846705156281107
762,0.6,0.005,0.0,0.8,0.9846705156281107
763,0.4,0.005,0.0,1.0,0.9848695998407326
764,0.5,0.005,0.0,1.0,0.9846705156281107
765,0.6,0.005,0.0,1.0,0.9846705156281107
766,0.4,0.005,0.2,0.0,0.9878558630300617
767,0.5,0.005,0.2,0.0,0.9846705156281107
768,0.6,0.005,0.2,0.0,0.9846705156281107
769,0.4,0.005,0.2,0.2,0.9848695998407326
770,0.5,0.005,0.2,0.2,0.9846705156281107
771,0.6,0.005,0.2,0.2,0.9846705156281107
772,0.4,0.005,0.2,0.5,0.9880549472426836
773,0.5,0.005,0.2,0.5,0.9846705156281107
774,0.6,0.005,0.2,0.5,0.9846705156281107
775,0.4,0.005,0.2,0.8,0.9848695998407326
776,0.5,0.005,0.2,0.8,0.9846705156281107
777,0.6,0.005,0.2,0.8,0.9846705156281107
778,0.4,0.005,0.2,1.0,0.9848695998407326
779,0.5,0.005,0.2,1.0,0.9846705156281107
780,0.6,0.005,0.2,1.0,0.9846705156281107
781,0.4,0.005,0.5,0.0,0.9848695998407326
782,0.5,0.005,0.5,0.0,0.9846705156281107
783,0.6,0.005,0.5,0.0,0.9846705156281107
784,0.4,0.005,0.5,0.2,0.9848695998407326
785,0.5,0.005,0.5,0.2,0.9846705156281107
786,0.6,0.005,0.5,0.2,0.9846705156281107
787,0.4,0.005,0.5,0.5,0.9848695998407326
788,0.5,0.005,0.5,0.5,0.9846705156281107
789,0.6,0.005,0.5,0.5,0.9846705156281107
790,0.4,0.005,0.5,0.8,0.9846705156281107
791,0.5,0.005,0.5,0.8,0.9846705156281107
792,0.6,0.005,0.5,0.8,0.9846705156281107
793,0.4,0.005,0.5,1.0,0.9846705156281107
794,0.5,0.005,0.5,1.0,0.9848695998407326
795,0.6,0.005,0.5,1.0,0.9846705156281107
796,0.4,0.005,0.8,0.0,0.9846705156281107
797,0.5,0.005,0.8,0.0,0.9846705156281107
798,0.6,0.005,0.8,0.0,0.9846705156281107
799,0.4,0.005,0.8,0.2,0.9846705156281107
800,0.5,0.005,0.8,0.2,0.9846705156281107
801,0.6,0.005,0.8,0.2,0.9846705156281107
802,0.4,0.005,0.8,0.5,0.9846705156281107
803,0.5,0.005,0.8,0.5,0.9846705156281107
804,0.6,0.005,0.8,0.5,0.9844714314154888
805,0.4,0.005,0.8,0.8,0.9846705156281107
806,0.5,0.005,0.8,0.8,0.9848695998407326
807,0.6,0.005,0.8,0.8,0.9846705156281107
808,0.4,0.005,0.8,1.0,0.9846705156281107
809,0.5,0.005,0.8,1.0,0.9848695998407326
810,0.6,0.005,0.8,1.0,0.9846705156281107
811,0.4,0.005,1.0,0.0,0.9846705156281107
812,0.5,0.005,1.0,0.0,0.9846705156281107
813,0.6,0.005,1.0,0.0,0.9846705156281107
814,0.4,0.005,1.0,0.2,0.9846705156281107
815,0.5,0.005,1.0,0.2,0.9846705156281107
816,0.6,0.005,1.0,0.2,0.9846705156281107
817,0.4,0.005,1.0,0.5,0.9846705156281107
818,0.5,0.005,1.0,0.5,0.9846705156281107
819,0.6,0.005,1.0,0.5,0.9844714314154888
820,0.4,0.005,1.0,0.8,0.9846705156281107
821,0.5,0.005,1.0,0.8,0.9848695998407326
822,0.6,0.005,1.0,0.8,0.9844714314154888
823,0.4,0.005,1.0,1.0,0.9846705156281107
824,0.5,0.005,1.0,1.0,0.9848695998407326
825,0.6,0.005,1.0,1.0,0.9846705156281107
